               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.060533,            0.028098,                   0,             0.64937,             0.62462,             0.60844,             0.18718,            0.065024,            0.024827,                   0,           0.0087328,           0.0087328,           0.0087328
                  66,            0.060335,            0.027576,                   0,             0.66262,             0.61961,             0.61328,             0.18525,            0.064911,            0.025568,                   0,            0.008713,            0.008713,            0.008713
                  67,             0.05691,            0.027454,                   0,             0.69871,             0.63529,             0.63808,             0.20039,            0.064244,            0.024852,                   0,           0.0086932,           0.0086932,           0.0086932
                  68,            0.060684,            0.027476,                   0,             0.72369,             0.63681,             0.65133,             0.20717,            0.063171,            0.024429,                   0,           0.0086734,           0.0086734,           0.0086734
                  69,             0.05788,            0.028325,                   0,             0.71942,             0.61569,             0.67755,              0.2014,            0.063464,            0.024239,                   0,           0.0086536,           0.0086536,           0.0086536
                  70,            0.058256,            0.027204,                   0,             0.68735,             0.65524,             0.66466,              0.2093,            0.063876,            0.024589,                   0,           0.0086338,           0.0086338,           0.0086338
                  71,            0.058013,            0.026956,                   0,             0.69353,             0.66667,             0.68247,             0.20956,            0.064235,            0.024069,                   0,            0.008614,            0.008614,            0.008614
                  72,            0.059261,            0.026637,                   0,             0.62389,             0.56471,             0.53159,             0.15532,            0.065702,            0.023939,                   0,           0.0085942,           0.0085942,           0.0085942
                  73,            0.059294,            0.025632,                   0,             0.71981,             0.60392,             0.60991,             0.19783,            0.062424,            0.023409,                   0,           0.0085744,           0.0085744,           0.0085744
                  74,            0.058124,            0.025576,                   0,              0.7711,             0.60392,             0.65864,             0.19609,            0.064566,            0.023808,                   0,           0.0085546,           0.0085546,           0.0085546
                  75,            0.058942,            0.026364,                   0,             0.71369,             0.66275,             0.67268,             0.21174,            0.062451,            0.023499,                   0,           0.0085348,           0.0085348,           0.0085348
                  76,             0.05821,              0.0269,                   0,             0.67144,             0.64113,             0.62724,             0.18451,            0.063568,             0.02383,                   0,            0.008515,            0.008515,            0.008515
                  77,            0.057678,            0.028997,                   0,             0.67962,             0.65882,             0.65408,              0.2111,            0.062042,             0.02344,                   0,           0.0084952,           0.0084952,           0.0084952
                  78,            0.059336,            0.026275,                   0,             0.72107,             0.55686,             0.65355,             0.19728,            0.064315,            0.023695,                   0,           0.0084754,           0.0084754,           0.0084754
                  79,            0.059622,            0.028466,                   0,             0.69382,             0.63529,             0.66668,             0.21313,            0.061531,            0.023565,                   0,           0.0084556,           0.0084556,           0.0084556
                  80,            0.058476,             0.02577,                   0,             0.65846,             0.60392,             0.60206,             0.19663,            0.063895,            0.023926,                   0,           0.0084358,           0.0084358,           0.0084358
                  81,            0.058277,            0.027022,                   0,             0.62666,             0.65882,             0.60245,              0.1848,            0.063928,            0.024805,                   0,            0.008416,            0.008416,            0.008416
                  82,             0.05879,            0.028316,                   0,             0.67302,             0.63922,             0.65189,             0.20548,            0.064444,            0.024069,                   0,           0.0083962,           0.0083962,           0.0083962
                  83,            0.059642,            0.026326,                   0,             0.66687,             0.67451,             0.64058,              0.2177,            0.064091,            0.023786,                   0,           0.0083764,           0.0083764,           0.0083764
                  84,            0.057463,            0.026281,                   0,             0.63086,             0.61961,             0.61284,             0.20439,            0.063768,            0.024123,                   0,           0.0083566,           0.0083566,           0.0083566
                  85,            0.059204,            0.025828,                   0,              0.6814,             0.62353,             0.65919,             0.21551,            0.065524,            0.024166,                   0,           0.0083368,           0.0083368,           0.0083368
                  86,            0.057875,            0.027281,                   0,             0.68399,             0.62353,             0.66262,             0.21385,            0.062454,            0.024106,                   0,            0.008317,            0.008317,            0.008317
                  87,            0.058296,            0.028382,                   0,             0.68428,             0.68235,             0.67464,              0.2251,            0.062212,            0.023747,                   0,           0.0082972,           0.0082972,           0.0082972
                  88,            0.056413,            0.026367,                   0,             0.72588,             0.63137,             0.64952,             0.20981,            0.061101,            0.023796,                   0,           0.0082774,           0.0082774,           0.0082774
                  89,            0.055584,            0.027536,                   0,             0.73749,             0.62745,             0.65742,             0.21421,             0.06196,            0.024283,                   0,           0.0082576,           0.0082576,           0.0082576
                  90,            0.057886,            0.026123,                   0,             0.71138,             0.63793,             0.67666,             0.21189,            0.062088,            0.024228,                   0,           0.0082378,           0.0082378,           0.0082378
                  91,            0.057257,            0.027553,                   0,             0.72537,             0.61113,              0.6203,             0.18667,            0.062503,            0.023544,                   0,            0.008218,            0.008218,            0.008218
                  92,             0.05846,             0.02701,                   0,             0.75861,             0.61621,             0.67895,             0.21529,            0.062067,            0.023276,                   0,           0.0081982,           0.0081982,           0.0081982
                  93,            0.057187,            0.025707,                   0,             0.70221,              0.6843,             0.71409,             0.22568,            0.063531,              0.0236,                   0,           0.0081784,           0.0081784,           0.0081784
                  94,            0.056047,            0.025254,                   0,             0.72133,             0.65982,             0.69083,             0.22955,            0.063605,            0.023394,                   0,           0.0081586,           0.0081586,           0.0081586
                  95,            0.056147,            0.024796,                   0,             0.69438,             0.68627,             0.66456,             0.22285,            0.065556,            0.023428,                   0,           0.0081388,           0.0081388,           0.0081388
                  96,            0.057782,            0.027029,                   0,              0.7458,              0.6443,             0.66276,             0.20931,            0.064949,            0.023568,                   0,            0.008119,            0.008119,            0.008119
                  97,            0.059135,            0.026073,                   0,             0.70645,             0.63529,             0.64864,             0.21247,            0.063916,            0.023853,                   0,           0.0080992,           0.0080992,           0.0080992
                  98,            0.056895,            0.026088,                   0,             0.62278,             0.61176,             0.57638,             0.16657,            0.065589,            0.024461,                   0,           0.0080794,           0.0080794,           0.0080794
                  99,            0.057434,            0.026301,                   0,             0.72651,             0.57255,             0.63958,             0.21006,            0.063761,            0.023913,                   0,           0.0080596,           0.0080596,           0.0080596
                 100,             0.05577,            0.025113,                   0,             0.75412,                 0.6,             0.65854,             0.21468,            0.064435,            0.024001,                   0,           0.0080398,           0.0080398,           0.0080398
                 101,             0.05637,            0.026002,                   0,             0.65881,              0.6549,             0.65171,             0.21653,            0.062317,            0.023961,                   0,             0.00802,             0.00802,             0.00802
                 102,            0.053215,            0.026485,                   0,             0.67176,             0.66275,             0.66168,             0.21911,            0.062451,            0.023664,                   0,           0.0080002,           0.0080002,           0.0080002
                 103,            0.056269,            0.025785,                   0,             0.67796,             0.69349,             0.68801,             0.22125,            0.062111,            0.023596,                   0,           0.0079804,           0.0079804,           0.0079804
                 104,            0.056127,            0.025811,                   0,             0.68424,             0.65098,             0.66019,             0.22115,            0.062012,             0.02361,                   0,           0.0079606,           0.0079606,           0.0079606
                 105,            0.053488,             0.02603,                   0,             0.73786,             0.60784,             0.63829,             0.19978,            0.063183,            0.024402,                   0,           0.0079408,           0.0079408,           0.0079408
                 106,            0.053393,            0.026528,                   0,             0.70863,                 0.6,             0.60436,             0.19297,            0.063434,            0.024194,                   0,            0.007921,            0.007921,            0.007921
                 107,             0.05666,            0.025116,                   0,             0.66355,             0.62745,             0.61966,             0.19853,            0.063482,            0.024115,                   0,           0.0079012,           0.0079012,           0.0079012
                 108,            0.052571,             0.02676,                   0,             0.71524,             0.64314,             0.67225,             0.22118,            0.063885,            0.023293,                   0,           0.0078814,           0.0078814,           0.0078814
                 109,            0.056322,            0.026941,                   0,             0.66596,             0.63922,             0.67027,             0.21801,            0.062238,            0.023306,                   0,           0.0078616,           0.0078616,           0.0078616
                 110,            0.053957,             0.02602,                   0,             0.67754,             0.61961,             0.64006,             0.20377,            0.064279,            0.024043,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,            0.054506,            0.026584,                   0,             0.68896,              0.6902,             0.68558,             0.21785,            0.063292,            0.024042,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.051992,            0.027053,                   0,             0.74966,             0.61176,             0.67179,             0.21491,            0.062597,            0.023842,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,            0.053592,             0.02576,                   0,               0.693,             0.67451,             0.68325,             0.23723,            0.059327,             0.02351,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,            0.056354,            0.025483,                   0,             0.71832,             0.63922,             0.68917,             0.23292,            0.060496,            0.023572,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.056365,            0.025289,                   0,             0.69771,             0.64263,             0.64311,             0.21913,            0.062044,            0.023695,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,            0.052921,            0.026875,                   0,             0.72649,             0.67059,             0.69215,             0.23252,            0.060465,            0.023233,                   0,            0.007723,            0.007723,            0.007723
                 117,            0.053919,            0.025859,                   0,             0.70261,             0.64854,             0.67403,             0.23072,            0.060654,            0.023288,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.053974,             0.02539,                   0,             0.72363,             0.64706,             0.66294,             0.21709,            0.063061,            0.023242,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,             0.05433,             0.02522,                   0,             0.74008,             0.67451,             0.69152,             0.23418,            0.062298,            0.023194,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.057482,            0.026962,                   0,             0.73086,             0.67451,             0.69837,             0.23131,            0.063167,            0.023589,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.054228,            0.024949,                   0,             0.68978,             0.66271,             0.65745,             0.20207,            0.062349,            0.023157,                   0,            0.007624,            0.007624,            0.007624
                 122,             0.05442,            0.025535,                   0,              0.7782,             0.63293,             0.71105,             0.23065,            0.061718,            0.023278,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.054838,            0.026012,                   0,              0.7182,             0.67059,             0.70024,             0.23722,            0.060911,            0.023151,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.050698,            0.026194,                   0,             0.75726,             0.66667,             0.71107,             0.22466,             0.06154,            0.023615,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.052499,            0.024687,                   0,             0.65715,             0.66275,             0.68654,              0.2211,            0.060981,            0.023654,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.052408,             0.02569,                   0,             0.74285,             0.65705,             0.69455,             0.22229,            0.060578,            0.023541,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.052047,            0.024698,                   0,             0.67719,             0.67459,             0.65969,             0.22149,            0.061283,            0.023378,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,             0.05199,            0.025195,                   0,             0.70404,              0.6549,             0.66313,             0.23664,            0.062107,            0.023234,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.052968,            0.023933,                   0,             0.69936,             0.68627,             0.67205,             0.22799,            0.060643,            0.023027,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.052542,            0.023977,                   0,              0.6981,              0.6529,             0.66058,             0.21537,             0.06106,            0.023128,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.052849,            0.025738,                   0,             0.72313,             0.59405,             0.63561,             0.20517,            0.060541,             0.02481,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.051651,            0.026145,                   0,             0.71674,             0.68467,             0.70115,              0.2151,            0.060816,            0.023507,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,            0.052027,            0.024926,                   0,             0.66938,             0.65882,             0.65585,             0.19605,            0.064202,            0.024623,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.052339,            0.025383,                   0,             0.63667,             0.68235,             0.60468,              0.1973,            0.062464,            0.023541,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.053083,            0.025595,                   0,             0.70679,             0.63337,             0.63362,             0.20698,            0.061984,            0.023529,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.055103,            0.026212,                   0,              0.6974,             0.65882,             0.67112,             0.20513,            0.061766,             0.02343,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.053927,            0.026674,                   0,             0.72664,             0.64314,             0.63859,             0.20384,              0.0618,            0.024295,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.052007,            0.024331,                   0,             0.64173,             0.67432,             0.64829,             0.19416,            0.061342,            0.023904,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.053366,            0.025582,                   0,             0.74946,             0.63137,             0.66771,             0.22198,            0.060677,            0.023649,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.054471,            0.025405,                   0,             0.70968,             0.66145,             0.68866,              0.2194,            0.062019,            0.023782,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.054032,            0.026107,                   0,             0.71468,              0.6902,             0.69426,             0.22824,            0.062052,             0.02253,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.052482,            0.026369,                   0,             0.69579,             0.67843,             0.67973,             0.22632,            0.063221,            0.022791,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.052291,            0.024181,                   0,             0.67692,             0.65731,             0.64393,             0.21533,            0.061461,            0.023221,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.051148,             0.02407,                   0,             0.71053,             0.61961,             0.62554,             0.19594,            0.063435,            0.023213,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.052348,            0.025303,                   0,             0.71011,             0.69412,             0.70262,             0.23546,            0.062756,            0.022539,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.050481,            0.025085,                   0,             0.72208,              0.6549,             0.69422,             0.22136,            0.062975,            0.022739,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.052558,            0.025343,                   0,             0.72081,             0.63785,             0.68368,             0.22728,            0.062763,            0.023054,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.050861,            0.023945,                   0,             0.72694,             0.62639,             0.66909,             0.21136,            0.061195,            0.023705,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.050796,            0.025481,                   0,             0.73019,             0.63137,             0.67889,             0.22557,              0.0605,            0.023141,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.051681,            0.024797,                   0,             0.74111,             0.65113,             0.66945,              0.2303,            0.060539,             0.02285,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.053052,            0.025075,                   0,             0.76718,             0.58039,             0.65387,             0.20598,            0.060096,             0.02339,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.050543,            0.025058,                   0,             0.76367,             0.63137,             0.68524,             0.23358,            0.060324,            0.024124,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.051203,            0.025055,                   0,             0.78261,             0.62745,             0.69963,             0.23119,            0.061948,            0.022628,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.052643,            0.025092,                   0,             0.71493,             0.61569,             0.66166,             0.22207,            0.059975,            0.024475,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.051904,            0.024047,                   0,             0.72105,              0.6902,             0.69952,             0.23653,            0.061695,            0.022891,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.051134,            0.023772,                   0,              0.7207,             0.66786,             0.68241,             0.22767,            0.061891,            0.022731,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.051629,            0.025343,                   0,             0.71233,             0.68235,             0.68961,             0.23178,            0.061057,            0.022847,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.051139,             0.02526,                   0,             0.70166,             0.70096,             0.69616,             0.23497,            0.060497,            0.023211,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.051342,            0.025894,                   0,             0.71525,             0.67843,             0.68418,             0.22647,            0.063011,              0.0233,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,             0.05047,            0.025486,                   0,             0.77835,             0.64314,             0.68538,             0.23788,            0.060704,            0.023481,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.051792,             0.02538,                   0,             0.76731,             0.62073,             0.68977,             0.24096,            0.060073,            0.022892,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.050603,            0.023509,                   0,             0.73538,             0.69804,             0.70584,              0.2432,            0.058889,            0.022872,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.049249,             0.02425,                   0,             0.73483,              0.6549,              0.6952,             0.23712,            0.059187,             0.02286,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.050673,            0.025083,                   0,             0.72585,             0.67059,             0.70308,             0.22444,            0.061243,            0.023677,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.051349,            0.025621,                   0,             0.75142,             0.64314,             0.70791,             0.24088,            0.058788,             0.02327,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.048318,            0.024161,                   0,             0.62527,              0.6902,             0.67259,             0.22776,            0.058386,            0.022839,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.051255,            0.025946,                   0,             0.70574,             0.67843,              0.7149,             0.24827,            0.057356,            0.022873,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.050442,            0.024654,                   0,             0.70753,             0.69804,             0.72327,             0.24349,            0.058509,            0.023054,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,             0.04915,            0.024554,                   0,              0.7497,             0.63427,             0.70688,             0.24225,            0.057569,            0.022806,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.050285,            0.025633,                   0,             0.75189,             0.67843,               0.706,             0.24917,            0.058196,              0.0229,                   0,           0.0066538,           0.0066538,           0.0066538
