               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,             0.04843,            0.024511,                   0,             0.73311,             0.70018,             0.72937,             0.24854,            0.058165,            0.022861,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.047564,            0.024323,                   0,             0.69969,             0.67613,             0.69252,             0.24278,            0.058213,            0.023116,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.048657,            0.025181,                   0,             0.67576,             0.69471,             0.67766,             0.23819,            0.059289,            0.023099,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.046373,            0.025663,                   0,             0.71212,              0.6902,             0.72365,             0.24183,            0.059733,            0.022922,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.047313,            0.024341,                   0,             0.72985,             0.70196,             0.72542,             0.24722,            0.060854,            0.022775,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.047151,             0.02356,                   0,              0.7352,             0.71861,             0.72274,             0.24567,             0.05937,            0.022903,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.048158,            0.022618,                   0,             0.74289,             0.74118,             0.74737,             0.24458,             0.05895,            0.022982,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.048731,            0.024588,                   0,              0.7462,             0.72549,             0.73335,             0.23837,            0.060015,            0.023054,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.045508,            0.024606,                   0,             0.76737,             0.65098,             0.71472,             0.23546,            0.059448,            0.023027,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.046134,            0.023734,                   0,              0.7612,             0.65001,             0.71908,             0.23577,            0.059829,            0.022982,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.047206,            0.024805,                   0,             0.74252,             0.68985,             0.72878,             0.23497,            0.059147,             0.02292,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.046403,            0.022421,                   0,             0.73495,             0.69412,             0.72556,              0.2361,            0.059208,            0.023005,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.046515,            0.024706,                   0,             0.73129,             0.68303,             0.72031,             0.23929,            0.059895,            0.022798,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.047884,            0.025255,                   0,             0.72291,             0.68627,              0.7017,             0.23512,            0.059506,            0.022819,                   0,             0.00109,             0.00109,             0.00109
                 182,             0.04541,              0.0248,                   0,             0.75481,             0.69804,             0.71918,             0.23719,             0.05959,            0.022827,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.044017,             0.02312,                   0,             0.72676,             0.68843,             0.71494,             0.23896,            0.060018,            0.022896,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.04565,              0.0234,                   0,             0.75899,             0.69412,              0.7434,             0.23961,            0.059631,            0.022853,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.045243,            0.024567,                   0,             0.75959,             0.69386,             0.73628,             0.23963,            0.060056,            0.022688,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.046872,            0.024721,                   0,             0.75182,             0.69804,             0.72312,             0.23608,            0.060465,            0.022712,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.046477,            0.025123,                   0,             0.74929,             0.69412,             0.71426,             0.23627,            0.059958,            0.022746,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.044717,            0.022848,                   0,             0.74989,              0.7098,             0.72508,             0.23769,            0.060377,            0.022701,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.047396,            0.023269,                   0,             0.75612,              0.7052,             0.72048,             0.23312,            0.060482,            0.022698,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.043444,            0.024154,                   0,             0.76064,              0.7098,             0.72067,             0.23245,            0.059933,            0.022648,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.044062,            0.023943,                   0,             0.77079,             0.72157,             0.73796,             0.23255,            0.059793,            0.022631,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.047592,            0.023921,                   0,             0.73734,             0.71765,             0.71603,             0.23287,            0.059188,            0.022597,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.046496,            0.024396,                   0,             0.76237,             0.72549,             0.73378,             0.23812,             0.05907,            0.022651,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.045232,            0.024025,                   0,             0.74423,             0.72941,             0.73306,             0.23923,            0.059039,            0.022703,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.045111,            0.024924,                   0,              0.7315,             0.69446,             0.71189,             0.24258,            0.059154,            0.022735,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.044563,             0.02435,                   0,             0.72787,             0.71373,             0.71164,             0.24321,            0.059143,            0.022722,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.045896,            0.025073,                   0,             0.73979,             0.69125,             0.71929,             0.24105,            0.059299,            0.022703,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.044383,             0.02433,                   0,             0.74705,             0.69804,             0.73121,              0.2456,            0.059401,            0.022716,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.044007,            0.024838,                   0,             0.75966,             0.69412,             0.73161,             0.24341,            0.059304,            0.022735,                   0,            0.000199,            0.000199,            0.000199
