               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 110,            0.046211,            0.035238,                   0,             0.69897,             0.71936,             0.73086,             0.23421,            0.056455,            0.038925,                   0,           0.0078418,           0.0078418,           0.0078418
                 111,            0.046307,            0.034917,                   0,              0.7356,             0.69804,             0.74563,              0.2539,             0.05679,            0.038431,                   0,            0.007822,            0.007822,            0.007822
                 112,            0.043841,            0.035885,                   0,             0.75957,             0.73097,             0.76948,             0.26464,            0.055276,            0.038567,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,             0.04442,            0.033503,                   0,             0.75205,             0.70178,             0.72265,             0.25893,            0.054706,            0.038891,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,             0.04454,            0.033016,                   0,             0.72621,             0.70732,             0.72801,             0.27017,             0.05298,            0.037811,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,            0.044804,            0.032372,                   0,             0.71749,             0.69718,             0.69438,             0.25213,            0.053709,            0.038158,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,             0.04516,            0.035151,                   0,             0.77315,             0.74902,             0.78248,             0.28232,            0.052678,            0.038553,                   0,            0.007723,            0.007723,            0.007723
                 117,             0.04415,            0.033572,                   0,              0.7678,             0.64835,             0.72447,             0.27392,            0.054852,             0.03989,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,            0.044569,            0.034008,                   0,             0.76259,              0.7054,             0.74165,             0.26242,            0.055377,            0.039604,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,            0.044206,            0.033092,                   0,             0.78789,             0.71379,             0.76873,             0.26998,            0.055354,            0.038948,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,            0.046002,            0.035179,                   0,             0.82447,             0.67843,             0.78159,             0.27139,             0.05407,            0.038568,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,            0.043663,            0.031808,                   0,              0.8246,              0.7006,             0.76932,             0.27237,            0.053255,            0.038586,                   0,            0.007624,            0.007624,            0.007624
                 122,            0.045674,            0.033195,                   0,             0.75449,             0.69412,             0.73858,              0.2447,            0.055288,            0.039766,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,            0.044537,            0.033663,                   0,             0.71526,             0.72897,             0.73268,             0.25842,            0.055017,            0.039799,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,            0.042308,            0.033522,                   0,             0.75263,              0.7098,             0.74944,             0.27494,            0.054448,            0.039717,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,            0.043214,            0.032282,                   0,             0.70276,             0.76471,             0.75238,             0.27644,            0.053221,             0.04052,                   0,           0.0075448,           0.0075448,           0.0075448
                 126,            0.044866,            0.032653,                   0,             0.71858,             0.69091,             0.72298,             0.26876,            0.054487,            0.040668,                   0,            0.007525,            0.007525,            0.007525
                 127,            0.043485,             0.03147,                   0,             0.72647,             0.68235,              0.7234,             0.25214,            0.054831,            0.040279,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,            0.041344,            0.032944,                   0,             0.80001,             0.68627,             0.75696,             0.26716,            0.055189,            0.038967,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,            0.043612,            0.031195,                   0,             0.79946,             0.73333,              0.7822,             0.28777,            0.053153,            0.039854,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,            0.042696,            0.030963,                   0,             0.80878,              0.7464,             0.79089,             0.28589,            0.053289,            0.039673,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,            0.042882,            0.032619,                   0,             0.84124,             0.67451,              0.7679,             0.28314,            0.052862,            0.038662,                   0,            0.007426,            0.007426,            0.007426
                 132,            0.042717,            0.033881,                   0,             0.77795,             0.74118,             0.77106,             0.28821,            0.053281,            0.038385,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,             0.04182,            0.032218,                   0,             0.74473,             0.76078,             0.78105,             0.29365,            0.053684,            0.039133,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,            0.044275,             0.03276,                   0,             0.82172,             0.70196,             0.78116,             0.28761,            0.052678,            0.038895,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,            0.043595,            0.033702,                   0,              0.7288,             0.74118,             0.75778,             0.27798,            0.053109,            0.038555,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,            0.044145,            0.032878,                   0,             0.79492,             0.66884,              0.7454,             0.27283,            0.053441,            0.038931,                   0,            0.007327,            0.007327,            0.007327
                 137,            0.042081,            0.034045,                   0,             0.80103,             0.70588,             0.78595,             0.26568,            0.054304,            0.039297,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,            0.043355,            0.031377,                   0,             0.74483,             0.73725,             0.79221,             0.26008,            0.054172,            0.039408,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.042343,            0.032517,                   0,              0.8004,             0.72339,             0.79195,             0.27895,            0.053421,            0.039118,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.041757,            0.032223,                   0,              0.7824,             0.76144,             0.81488,             0.29043,            0.053994,            0.039003,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.041603,            0.032456,                   0,             0.81875,             0.73333,              0.7761,             0.28784,            0.054383,            0.039103,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.041499,            0.033721,                   0,             0.72558,             0.75686,             0.76578,             0.26974,            0.055218,            0.038427,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.041734,            0.030436,                   0,              0.7882,              0.7098,             0.75104,             0.27156,            0.054282,            0.039726,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.039657,             0.03012,                   0,              0.7702,              0.7451,             0.76409,             0.28224,             0.05376,            0.039574,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.042038,            0.031792,                   0,             0.79728,             0.74902,             0.78366,             0.28799,            0.053689,            0.039915,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,             0.03999,            0.031682,                   0,              0.7845,             0.71378,             0.77819,             0.28714,            0.053456,            0.040607,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.041315,            0.032113,                   0,             0.74919,             0.71457,             0.76498,             0.27519,             0.05451,            0.040104,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.041822,            0.030176,                   0,             0.76045,             0.72941,             0.76988,             0.27018,            0.053214,            0.039553,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.042034,             0.03216,                   0,              0.8212,             0.72941,             0.78911,             0.27613,            0.053204,            0.039131,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,             0.03949,            0.031029,                   0,             0.82333,             0.73333,             0.80233,             0.28349,            0.053249,             0.03894,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.042059,            0.032227,                   0,             0.78891,             0.69804,             0.75247,             0.27619,            0.052754,            0.039829,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.041869,            0.031661,                   0,              0.7811,             0.70588,             0.77185,             0.27221,            0.054195,            0.039415,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.040217,            0.031741,                   0,             0.79002,              0.6902,             0.75396,             0.27806,            0.053495,            0.039806,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.040752,            0.031442,                   0,             0.71735,              0.7098,             0.70782,             0.26593,            0.053138,            0.040043,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.041123,            0.030811,                   0,             0.72762,             0.72285,             0.74267,             0.27344,            0.053279,            0.040625,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,             0.04005,            0.030169,                   0,             0.78568,             0.69412,             0.75739,             0.28326,            0.052764,             0.04039,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.041016,            0.031772,                   0,             0.83131,              0.6902,             0.74552,             0.28361,             0.05243,            0.038675,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.041712,            0.032029,                   0,             0.79165,             0.68543,             0.73693,             0.26867,            0.052663,            0.039141,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.041519,            0.033161,                   0,             0.76459,             0.72601,              0.7641,             0.28964,            0.051995,             0.03936,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.040515,             0.03096,                   0,              0.7633,             0.75294,             0.78498,             0.29449,            0.052378,            0.039515,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.041878,            0.033005,                   0,             0.77297,             0.73437,             0.77708,             0.28652,            0.052178,            0.038954,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.040412,            0.029146,                   0,             0.76991,             0.72172,             0.76936,             0.29673,            0.051553,            0.039351,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.040547,            0.029731,                   0,             0.76718,             0.72549,             0.75511,             0.28447,            0.052133,            0.039158,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.039173,            0.031557,                   0,             0.78115,             0.71373,             0.75326,             0.28095,            0.052782,            0.039494,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.039667,            0.032034,                   0,             0.74052,             0.78039,             0.77663,             0.28051,            0.053687,            0.039091,                   0,           0.0067528,           0.0067528,           0.0067528
