step,train/cls_loss,train/dist_focalloss,train/iou_loss,val/mAP@0.5,val/mAP@0.50:0.95,x/lr0,x/lr1,x/lr2
1,1.7572124004364014,0.0,1.4336546659469604,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
2,1.5173702239990234,0.0,1.4375319480895996,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
3,1.3836963176727295,0.0,1.4299030303955078,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
4,1.3307708501815796,0.0,1.4316892623901367,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
5,1.3093583583831787,0.0,1.4284453392028809,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
6,1.2735028266906738,0.0,1.4270135164260864,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
7,1.256422519683838,0.0,1.415558099746704,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
8,1.2073602676391602,0.0,1.424687147140503,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
9,1.1786072254180908,0.0,1.3924161195755005,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
10,1.1324796676635742,0.0,1.3695189952850342,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
11,1.066754698753357,0.0,1.3556874990463257,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
12,1.029212474822998,0.0,1.3318980932235718,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
13,1.0033315420150757,0.0,1.2985152006149292,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
14,1.0061112642288208,0.0,1.2438682317733765,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
15,0.980205774307251,0.0,1.2016241550445557,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
16,0.9512057304382324,0.0,1.1518062353134155,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
17,0.9444001317024231,0.0,1.1136318445205688,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
18,0.9365789890289307,0.0,1.0717222690582275,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
19,0.955894410610199,0.0,1.0624768733978271,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
20,0.9206712245941162,0.0,1.0021629333496094,0.0,0.0,2.479999966453761e-05,2.479999966453761e-05,0.04847479984164238
21,0.9366806149482727,0.0,1.0052340030670166,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
22,0.9418148994445801,0.0,1.0042451620101929,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
23,0.9166388511657715,0.0,0.9579856991767883,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
24,0.9141581058502197,0.0,0.9510650038719177,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
25,0.9382477402687073,0.0,0.9404334425926208,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
26,0.9306371808052063,0.0,0.9356842637062073,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
27,0.9248331189155579,0.0,0.91212397813797,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
28,0.9221014976501465,0.0,0.915556013584137,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
29,0.9379638433456421,0.0,0.9105886816978455,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
30,0.9279019832611084,0.0,0.8877384662628174,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
31,0.9396891593933105,0.0,0.8697042465209961,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
32,0.9578942060470581,0.0,0.8837597966194153,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
33,0.9324672818183899,0.0,0.8774988055229187,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
34,0.9199467301368713,0.0,0.8425961136817932,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
35,0.9326372146606445,0.0,0.8492624759674072,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
36,0.9131590723991394,0.0,0.8555567860603333,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
37,0.9175608158111572,0.0,0.8515000939369202,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
38,0.9158886075019836,0.0,0.8284114599227905,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
39,0.9130152463912964,0.0,0.842223584651947,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
40,0.9150434732437134,0.0,0.8241099715232849,0.43609651923179626,0.11835941672325134,0.0004916913458146155,0.0004916913458146155,0.01694169081747532
41,0.9139086604118347,0.0,0.8096939921379089,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
42,0.916673481464386,0.0,0.8345483541488647,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
43,0.9126929640769958,0.0,0.8289358019828796,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
44,0.9117441773414612,0.0,0.8131112456321716,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
45,0.9049946069717407,0.0,0.8435254693031311,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
46,0.9081498384475708,0.0,0.8163933753967285,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
47,0.9112234115600586,0.0,0.8067102432250977,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
48,0.9073583483695984,0.0,0.7976506352424622,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
49,0.9069862961769104,0.0,0.7790652513504028,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
50,0.9004815816879272,0.0,0.8109902739524841,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
51,0.9026097059249878,0.0,0.7881514430046082,0.6312464475631714,0.20497670769691467,0.0005672357510775328,0.0005672357510775328,0.0005672357510775328
52,0.8962438702583313,0.0,0.7851262092590332,0.6464675068855286,0.22848866879940033,0.00044800000614486635,0.00044800000614486635,0.00044800000614486635
53,0.9029971957206726,0.0,0.8027492165565491,0.6464675068855286,0.22848866879940033,0.00044800000614486635,0.00044800000614486635,0.00044800000614486635
54,0.9024060964584351,0.0,0.795234203338623,0.6464675068855286,0.22848866879940033,0.00044800000614486635,0.00044800000614486635,0.00044800000614486635
55,0.8932225108146667,0.0,0.7855591177940369,0.6522330045700073,0.22434689104557037,0.00041487388079985976,0.00041487388079985976,0.00041487388079985976
56,0.8952093720436096,0.0,0.7909133434295654,0.6522330045700073,0.22434689104557037,0.00041487388079985976,0.00041487388079985976,0.00041487388079985976
57,0.898287832736969,0.0,0.7770984172821045,0.6522330045700073,0.22434689104557037,0.00041487388079985976,0.00041487388079985976,0.00041487388079985976
58,0.8950673341751099,0.0,0.7712618708610535,0.7054089903831482,0.23775233328342438,0.00038204179145395756,0.00038204179145395756,0.00038204179145395756
59,0.9060974717140198,0.0,0.7973666787147522,0.7054089903831482,0.23775233328342438,0.00038204179145395756,0.00038204179145395756,0.00038204179145395756
60,0.903718113899231,0.0,0.7916666269302368,0.7054089903831482,0.23775233328342438,0.00038204179145395756,0.00038204179145395756,0.00038204179145395756
61,0.9093479514122009,0.0,0.7699962854385376,0.6585186719894409,0.2259330302476883,0.00034979512565769255,0.00034979512565769255,0.00034979512565769255
62,0.9002937078475952,0.0,0.7789873480796814,0.6585186719894409,0.2259330302476883,0.00034979512565769255,0.00034979512565769255,0.00034979512565769255
63,0.9090989828109741,0.0,0.7986302375793457,0.6585186719894409,0.2259330302476883,0.00034979512565769255,0.00034979512565769255,0.00034979512565769255
64,0.8943800330162048,0.0,0.7775938510894775,0.6606041193008423,0.23588021099567413,0.0003184201486874372,0.0003184201486874372,0.0003184201486874372
65,0.9018279314041138,0.0,0.8093233704566956,0.6606041193008423,0.23588021099567413,0.0003184201486874372,0.0003184201486874372,0.0003184201486874372
66,0.9045482873916626,0.0,0.7675704956054688,0.6606041193008423,0.23588021099567413,0.0003184201486874372,0.0003184201486874372,0.0003184201486874372
67,0.8916402459144592,0.0,0.7725990414619446,0.6686685681343079,0.2381279170513153,0.0002881953550968319,0.0002881953550968319,0.0002881953550968319
68,0.8890633583068848,0.0,0.7682211995124817,0.6686685681343079,0.2381279170513153,0.0002881953550968319,0.0002881953550968319,0.0002881953550968319
69,0.9031092524528503,0.0,0.7943967580795288,0.6686685681343079,0.2381279170513153,0.0002881953550968319,0.0002881953550968319,0.0002881953550968319
70,0.8945314288139343,0.0,0.7758020758628845,0.6408450603485107,0.23565882444381714,0.00025938896578736603,0.00025938896578736603,0.00025938896578736603
